State,Fund,Company Name,Deployment Year,Locations Obligation through Deployment Year,Locations Deployed through Deployment Year,Total Support Disbursed through Deployment Year
IA,CAF-BLS,FARMERS MUTUAL TELEPHONE COMPANY-NORA SPRINGS,2018,,33,4819764
IA,CAF-BLS,FARMERS MUTUAL TELEPHONE COMPANY-NORA SPRINGS,2019,,35,7254060
IA,CAF-BLS,FARMERS MUTUAL TELEPHONE COMPANY-NORA SPRINGS,2020,,62,9302718
IA,CAF-BLS,FARMERS MUTUAL TELEPHONE COOPERATIVE,2019,,23,1141590
IA,CAF-BLS,FARMERS MUTUAL TELEPHONE COOPERATIVE,2020,,2724,2110530
IA,CAF-BLS,FARMERS TELEPHONE COMPANY-BATAVIA,2018,,413,81696
IA,CAF-BLS,FARMERS TELEPHONE COMPANY-BATAVIA,2019,,413,256536
IA,CAF-BLS,FARMERS TELEPHONE COMPANY-BATAVIA,2020,,413,505482
IA,CAF-BLS,GOLDFIELD TELEPHONE COMPANY,2018,,501,147558
IA,CAF-BLS,GOLDFIELD TELEPHONE COMPANY,2019,,501,346476
IA,CAF-BLS,GOLDFIELD TELEPHONE COMPANY,2020,,501,527748
IA,CAF-BLS,GRISWOLD COOPERATIVE TELEPHONE COMPANY,2016,,5,0
IA,CAF-BLS,GRISWOLD COOPERATIVE TELEPHONE COMPANY,2017,,10,547518
IA,CAF-BLS,GRISWOLD COOPERATIVE TELEPHONE COMPANY,2018,,14,1125972
IA,CAF-BLS,GRISWOLD COOPERATIVE TELEPHONE COMPANY,2019,,18,1957422
IA,CAF-BLS,GRISWOLD COOPERATIVE TELEPHONE COMPANY,2020,,23,2837130
IA,CAF-BLS,HUXLEY COMM. COOP.,2016,,70,0
IA,CAF-BLS,HUXLEY COMM. COOP.,2017,,258,515250
IA,CAF-BLS,HUXLEY COMM. COOP.,2018,,559,1205730
IA,CAF-BLS,HUXLEY COMM. COOP.,2019,,797,1990884
IA,CAF-BLS,HUXLEY COMM. COOP.,2020,,797,2491404
IA,CAF-BLS,IAMO TELEPHONE COMPANY,2016,,329,0
IA,CAF-BLS,IAMO TELEPHONE COMPANY,2017,,329,261174
IA,CAF-BLS,IAMO TELEPHONE COMPANY,2018,,329,512010
IA,CAF-BLS,IAMO TELEPHONE COMPANY,2019,,331,797568
IA,CAF-BLS,IAMO TELEPHONE COMPANY,2020,,331,1094406
IA,CAF-BLS,KALONA COOPERATIVE TELEPHONE COMPANY,2017,,64,582918
IA,CAF-BLS,KALONA COOPERATIVE TELEPHONE COMPANY,2018,,89,1319628
IA,CAF-BLS,KALONA COOPERATIVE TELEPHONE COMPANY,2019,,114,2254128
IA,CAF-BLS,KALONA COOPERATIVE TELEPHONE COMPANY,2020,,129,3228907
IA,CAF-BLS,KEYSTONE FARMERS COOPERATIVE TELEPHONE COMPANY,2016,,938,0
IA,CAF-BLS,KEYSTONE FARMERS COOPERATIVE TELEPHONE COMPANY,2017,,938,352374
IA,CAF-BLS,KEYSTONE FARMERS COOPERATIVE TELEPHONE COMPANY,2018,,938,701154
IA,CAF-BLS,KEYSTONE FARMERS COOPERATIVE TELEPHONE COMPANY,2019,,944,1060608
IA,CAF-BLS,KEYSTONE FARMERS COOPERATIVE TELEPHONE COMPANY,2020,,944,1437246
IA,CAF-BLS,LA PORTE CITY TELEPHONE COMPANY,2016,,7,0
IA,CAF-BLS,LA PORTE CITY TELEPHONE COMPANY,2017,,18,512838
IA,CAF-BLS,LA PORTE CITY TELEPHONE COMPANY,2018,,26,1026426
IA,CAF-BLS,LA PORTE CITY TELEPHONE COMPANY,2019,,30,1567728
IA,CAF-BLS,LA PORTE CITY TELEPHONE COMPANY,2020,,43,2027496
IA,CAF-BLS,MEDIAPOLIS TELEPHONE COMPANY,2016,,3,0
IA,CAF-BLS,MEDIAPOLIS TELEPHONE COMPANY,2017,,15,683568
IA,CAF-BLS,MEDIAPOLIS TELEPHONE COMPANY,2018,,31,1379994
IA,CAF-BLS,MEDIAPOLIS TELEPHONE COMPANY,2019,,45,2165208
IA,CAF-BLS,MEDIAPOLIS TELEPHONE COMPANY,2020,,60,3066390
IA,CAF-BLS,OGDEN TEL CO - IA,2019,,6,540948
IA,CAF-BLS,OGDEN TEL CO - IA,2020,,6,899256
IA,CAF-BLS,PALO COOPERATIVE TELEPHONE ASSOCIATION,2019,,64,162810
IA,CAF-BLS,PALO COOPERATIVE TELEPHONE ASSOCIATION,2020,,125,443418
IA,CAF-BLS,PANORA COMMUNICATIONS COOPERATIVE,2016,,6,0
IA,CAF-BLS,PANORA COMMUNICATIONS COOPERATIVE,2017,,262,438708
IA,CAF-BLS,PANORA COMMUNICATIONS COOPERATIVE,2018,,290,943158
IA,CAF-BLS,PANORA COMMUNICATIONS COOPERATIVE,2019,,317,1559790
IA,CAF-BLS,PANORA COMMUNICATIONS COOPERATIVE,2020,,339,2196984
IA,CAF-BLS,"PRAIRIEBURG TELEPHONE COMPANY, INC.",2019,,1,77850
IA,CAF-BLS,"PRAIRIEBURG TELEPHONE COMPANY, INC.",2020,,49,182802
IA,CAF-BLS,PRESTON TELEPHONE COMPANY,2016,,364,0
IA,CAF-BLS,PRESTON TELEPHONE COMPANY,2017,,518,549228
IA,CAF-BLS,PRESTON TELEPHONE COMPANY,2018,,518,1127664
IA,CAF-BLS,PRESTON TELEPHONE COMPANY,2019,,519,1815360
IA,CAF-BLS,PRESTON TELEPHONE COMPANY,2020,,521,2755491
IA,CAF-BLS,ROYAL TELEPHONE COMPANY,2019,,1,166692
IA,CAF-BLS,ROYAL TELEPHONE COMPANY,2020,,2,391190
IA,CAF-BLS,SHARON TELEPHONE COMPANY (IA),2019,,12,284856
IA,CAF-BLS,SHARON TELEPHONE COMPANY (IA),2020,,320,628290
IA,CAF-BLS,"SOUTH SLOPE COOPERATIVE TELEPHONE COMPANY, INC.",2019,,267,6662304
IA,CAF-BLS,"SOUTH SLOPE COOPERATIVE TELEPHONE COMPANY, INC.",2020,,541,13306200
IA,CAF-BLS,"SPRINGVILLE COOPERATIVE TELEPHONE ASSOCIATION, INC.",2016,,3,0
